raw_row_number,date,time,location,lat,lng,district,subject_age,subject_race,subject_sex,officer_id_hash,department_name,type,arrest_made,citation_issued,warning_issued,outcome,contraband_found,search_conducted,search_vehicle,search_basis,reason_for_stop,raw_subject_race_code,raw_subject_ethnicity_code,raw_search_authorization_code,raw_intervention_disposition_code
11369,2015-04-09,13:43:00,Main St @ High St,41.773233399999995,-72.67705649999998,DOWNTOWN,58,hispanic,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11370,2015-04-09,14:07:00,Albany Ave @ High St,41.773360600000004,-72.6770652,DOWNTOWN,32,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11348,2015-04-09,14:20:00,Main St @ Trumbull St,41.7705708,-72.6743214,DOWNTOWN,36,hispanic,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11376,2015-04-09,14:21:00,90 Brown St,41.7369934,-72.675973,SOUTH END,30,black,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Registration,B,N,N,M
11374,2015-04-09,14:24:00,1214 Main St,41.7712706,-72.67452270000001,DOWNTOWN,46,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11349,2015-04-09,14:29:00,Main St @ Church St,41.7685075,-72.67303840000001,DOWNTOWN,39,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11364,2015-04-09,14:40:00,Broad @ Capitol,41.763667600000005,-72.6866503,DOWNTOWN,27,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11371,2015-04-09,15:20:00,Market @ Pleasant St,41.772106,-72.67095760000002,DOWNTOWN,57,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11350,2015-04-09,15:31:00,Hundson @ Capital Ave,41.7613613,-72.67704429999998,DOWNTOWN,31,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11372,2015-04-09,15:42:00,Pleasant St @ N. Chapel St,41.7708248,-72.67706329999999,DOWNTOWN,44,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11351,2015-04-09,15:50:00,1213 Main St,41.7712029,-72.67523790000001,DOWNTOWN,23,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11352,2015-04-09,16:15:00,Market St @ Pequot,41.77337929999999,-72.6708651,DOWNTOWN,68,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11373,2015-04-09,16:25:00,410 Market St,41.77362,-72.6704005,DOWNTOWN,29,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11375,2015-04-09,18:07:00,Hubbard Rd @ Hanmer St,41.73148079999999,-72.6824493,SOUTH END,35,hispanic,female,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,I
11388,2015-04-09,18:37:00,1938 PARK ST,41.7566441,-72.711007,PARKVILLE,22,hispanic,female,f0b0fa5e88,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
11353,2015-04-09,19:10:00,Farmington @ Evergreen,41.766426,-72.7094479,WEST END,27,black,male,e29c43774a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,B,N,N,I
11365,2015-04-09,21:31:00,253 Hight St,41.7723915,-72.678116,DOWNTOWN,29,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Defective Lights,B,N,N,I
11475,2015-04-10,07:50:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,33,black,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11392,2015-04-10,07:55:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,47,white,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11519,2015-04-10,07:55:00,814 Asylum Ave,41.77016,-72.691417,ASYLUM HILL,38,white,female,bf93914299,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
11474,2015-04-10,08:00:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,40,black,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11491,2015-04-10,08:00:00,Veron @ Washington,41.75142659999999,-72.68307879999998,SOUTH GREEN,43,hispanic,male,0b60c2fddd,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Equipment Violation,W,H,N,I
11477,2015-04-10,08:02:00,45 Albany aVe,41.7741751,-72.6783767,CLAY-ARSENAL,27,white,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11481,2015-04-10,08:19:00,Hubbard Rd @ Hanmer St,41.73148079999999,-72.6824493,SOUTH END,29,hispanic,female,b412aea223,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,V
11476,2015-04-10,08:20:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,44,hispanic,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11520,2015-04-10,08:20:00,Huntington St @ Asylum,41.76969129999999,-72.69199920000001,ASYLUM HILL,24,white,female,bf93914299,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11482,2015-04-10,08:25:00,Hanmer St @ Hubbard Rd,41.73148079999999,-72.6824493,SOUTH END,32,hispanic,female,b412aea223,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,V
11503,2015-04-10,08:29:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,25,black,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11504,2015-04-10,08:41:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,37,white,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11473,2015-04-10,08:45:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,39,black,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11514,2015-04-10,08:52:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,33,black,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11472,2015-04-10,09:02:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,34,hispanic,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11490,2015-04-10,09:03:00,1300 Broad Streeet,41.7516044,-72.68683170000001,BARRY SQUARE,30,hispanic,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Defective Lights,B,H,N,V
11505,2015-04-10,09:10:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,44,black,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11471,2015-04-10,09:14:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,34,black,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11506,2015-04-10,09:18:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,24,black,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11393,2015-04-10,09:26:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,26,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11507,2015-04-10,09:33:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,28,black,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11394,2015-04-10,09:34:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,37,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11395,2015-04-10,09:40:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,29,hispanic,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11508,2015-04-10,09:40:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,25,black,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11515,2015-04-10,09:49:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,31,white,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11470,2015-04-10,09:51:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,43,white,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11509,2015-04-10,09:52:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,23,black,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11415,2015-04-10,10:02:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,42,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11469,2015-04-10,10:10:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,34,white,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11396,2015-04-10,10:13:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,42,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11416,2015-04-10,10:18:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,30,hispanic,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11397,2015-04-10,10:19:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,29,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11486,2015-04-10,10:22:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,39,hispanic,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11417,2015-04-10,10:26:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,25,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11418,2015-04-10,10:35:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,55,black,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11468,2015-04-10,10:35:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,29,black,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11398,2015-04-10,10:36:00,45 Albany AVe,41.7741751,-72.6783767,CLAY-ARSENAL,23,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11488,2015-04-10,10:36:00,Hubbard Rd @ Hanmer St,41.73148079999999,-72.6824493,SOUTH END,66,hispanic,male,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,V
11399,2015-04-10,10:47:00,45 Albany AVe,41.7741751,-72.6783767,CLAY-ARSENAL,54,hispanic,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11510,2015-04-10,10:47:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,32,hispanic,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11485,2015-04-10,10:52:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,34,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11419|11420,2015-04-10,10:53:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,30,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11400,2015-04-10,10:54:00,45 Albany AVe,41.7741751,-72.6783767,CLAY-ARSENAL,49,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11484,2015-04-10,10:59:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,54,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11391,2015-04-10,11:01:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,26,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11467,2015-04-10,11:05:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,31,hispanic,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11511|11512,2015-04-10,11:05:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,34,black,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11421,2015-04-10,11:08:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,53,hispanic,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11390,2015-04-10,11:09:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,25,hispanic,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11483,2015-04-10,11:10:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,37,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11513,2015-04-10,11:12:00,45 Albany AVe,41.7741751,-72.6783767,CLAY-ARSENAL,29,black,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11489,2015-04-10,11:13:00,300 Campfield Ave,41.7333117,-72.68134930000001,SOUTH END,20,hispanic,female,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Registration,W,H,N,I
11422,2015-04-10,11:19:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,43,black,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11389,2015-04-10,11:20:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,29,hispanic,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11487,2015-04-10,11:24:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,44,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Seatbelt,B,N,N,I
11414,2015-04-10,12:41:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,40,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11424,2015-04-10,15:29:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,37,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11456,2015-04-10,15:30:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,38,white,male,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11502,2015-04-10,15:30:00,90 Brainard RD,41.7383034,-72.65931669999998,SOUTH MEADOWS,62,black,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11517,2015-04-10,15:30:00,Farmington Ave @ South Marshall St,41.7677,-72.69853479999998,ASYLUM HILL,34,white,male,51f98ef174,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
11413,2015-04-10,15:34:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,56,white,male,d3be705adb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11425,2015-04-10,15:37:00,90 Brainard RD,41.7383034,-72.65931669999998,SOUTH MEADOWS,37,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11501,2015-04-10,15:37:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,24,black,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11412,2015-04-10,15:39:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,52,hispanic,male,d3be705adb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11479,2015-04-10,15:39:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,42,white,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11455,2015-04-10,15:40:00,90 Brainard RD,41.7383034,-72.65931669999998,SOUTH MEADOWS,44,white,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11411,2015-04-10,15:45:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,40,hispanic,male,d3be705adb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11426,2015-04-10,15:45:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,47,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11454,2015-04-10,15:45:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,20,white,male,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11500,2015-04-10,15:46:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,64,white,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11465,2015-04-10,15:50:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,38,white,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11427,2015-04-10,15:51:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,32,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11499,2015-04-10,15:52:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,30,white,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11464,2015-04-10,15:55:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,26,white,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11453,2015-04-10,15:56:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,49,white,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11462,2015-04-10,16:00:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,47,white,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11409,2015-04-10,16:01:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,25,hispanic,male,d3be705adb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11410,2015-04-10,16:01:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,49,white,male,d3be705adb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11432,2015-04-10,16:02:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,50,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11498,2015-04-10,16:02:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,45,white,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11463,2015-04-10,16:05:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,40,white,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11447,2015-04-10,16:06:00,90 Braianrd Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,67,hispanic,male,72b606b024,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,M
11497,2015-04-10,16:09:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,62,white,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11441,2015-04-10,16:10:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,46,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11496,2015-04-10,16:23:00,90 Brainard RD,41.7383034,-72.65931669999998,SOUTH MEADOWS,34,hispanic,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11433,2015-04-10,16:24:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,51,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11452,2015-04-10,16:25:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,57,hispanic,male,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11461,2015-04-10,16:28:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,27,white,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11495,2015-04-10,16:32:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,62,white,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11408,2015-04-10,16:35:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,47,black,female,d3be705adb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11450,2015-04-10,16:35:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,30,hispanic,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11451,2015-04-10,16:35:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,32,hispanic,male,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11518,2015-04-10,16:36:00,Trumbull @ Church,41.7688174,-72.6753812,DOWNTOWN,52,white,male,172bfdfefb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Moving Violation,W,N,N,I
11428,2015-04-10,16:37:00,90 Brainard Rd,41.7383034,-72.65931669999998,SOUTH MEADOWS,45,black,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
